Task,Dataset,Dataset_number,Representation,Representer,Precision,Classifier,Sensitivity,Specificity,Accuracy,MCC
iontransporters_membraneproteins,balanced,7,finetuned,ProtBERT,half,FFNN,87.00±2.00,89.00±3.00,88.00±2.00,0.76±0.04
iontransporters_membraneproteins,balanced,8,finetuned,ESM-1b,full,SVM,89.00±3.00,92.00±4.00,91.00±3.00,0.81±0.05
iontransporters_membraneproteins,balanced,8,finetuned,ESM-1b,full,RF,86.00±4.00,87.00±4.00,87.00±4.00,0.73±0.07
iontransporters_membraneproteins,balanced,8,finetuned,ESM-1b,full,kNN,89.00±4.00,79.00±4.00,84.00±2.00,0.68±0.05
iontransporters_membraneproteins,balanced,8,finetuned,ESM-1b,full,LR,88.00±2.00,91.00±5.00,90.00±3.00,0.80±0.05
iontransporters_membraneproteins,balanced,8,finetuned,ESM-1b,full,FFNN,89.00±2.00,89.00±9.00,89.00±4.00,0.78±0.07
ionchannels_membraneproteins,balanced,7,frozen,ProtBERT-BFD,half,SVM,86.00±3.00,90.00±6.00,88.00±3.00,0.76±0.05
ionchannels_membraneproteins,balanced,7,frozen,ProtBERT-BFD,half,RF,79.00±6.00,90.00±8.00,85.00±4.00,0.71±0.08
ionchannels_membraneproteins,balanced,7,frozen,ProtBERT-BFD,half,kNN,93.00±3.00,66.00±5.00,78.00±2.00,0.60±0.04
ionchannels_membraneproteins,balanced,7,frozen,ProtBERT-BFD,half,LR,85.00±2.00,85.00±5.00,85.00±3.00,0.71±0.05
ionchannels_membraneproteins,balanced,7,frozen,ProtBERT-BFD,half,FFNN,88.00±2.00,87.00±5.00,87.00±3.00,0.74±0.06
iontransporters_membraneproteins,balanced,6,frozen,ESM-1b,half,SVM,88.00±3.00,95.00±2.00,91.00±2.00,0.83±0.04
iontransporters_membraneproteins,balanced,6,frozen,ESM-1b,half,RF,84.00±4.00,90.00±3.00,87.00±2.00,0.74±0.05
iontransporters_membraneproteins,balanced,6,frozen,ESM-1b,half,kNN,88.00±2.00,78.00±4.00,83.00±2.00,0.66±0.04
iontransporters_membraneproteins,balanced,6,frozen,ESM-1b,half,LR,89.00±3.00,91.00±5.00,90.00±3.00,0.80±0.05
iontransporters_membraneproteins,balanced,6,frozen,ESM-1b,half,FFNN,90.00±3.00,90.00±6.00,90.00±3.00,0.81±0.06
ionchannels_membraneproteins,balanced,8,finetuned,ProtBERT,full,SVM,88.00±4.00,86.00±4.00,87.00±3.00,0.74±0.07
ionchannels_membraneproteins,balanced,8,finetuned,ProtBERT,full,RF,78.00±5.00,92.00±2.00,86.00±3.00,0.71±0.06
ionchannels_membraneproteins,balanced,8,finetuned,ProtBERT,full,kNN,91.00±3.00,56.00±6.00,72.00±4.00,0.50±0.07
ionchannels_membraneproteins,balanced,8,finetuned,ProtBERT,full,LR,86.00±4.00,87.00±3.00,87.00±3.00,0.73±0.07
ionchannels_membraneproteins,balanced,8,finetuned,ProtBERT,full,FFNN,86.00±5.00,88.00±4.00,87.00±3.00,0.74±0.07
iontransporters_membraneproteins,balanced,4,finetuned,ProtBERT-BFD,half,SVM,81.00±3.00,88.00±2.00,84.00±2.00,0.69±0.04
iontransporters_membraneproteins,balanced,4,finetuned,ProtBERT-BFD,half,RF,80.00±6.00,85.00±5.00,83.00±4.00,0.65±0.09
iontransporters_membraneproteins,balanced,4,finetuned,ProtBERT-BFD,half,kNN,85.00±1.00,76.00±3.00,81.00±1.00,0.62±0.02
iontransporters_membraneproteins,balanced,4,finetuned,ProtBERT-BFD,half,LR,84.00±2.00,85.00±3.00,85.00±2.00,0.70±0.04
iontransporters_membraneproteins,balanced,4,finetuned,ProtBERT-BFD,half,FFNN,83.00±1.00,85.00±3.00,84.00±2.00,0.68±0.04
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,half,SVM,87.00±4.00,88.00±5.00,87.00±1.00,0.75±0.03
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,half,RF,83.00±3.00,84.00±4.00,83.00±3.00,0.67±0.05
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,half,kNN,86.00±3.00,66.00±7.00,76.00±4.00,0.54±0.08
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,half,LR,85.00±4.00,90.00±6.00,88.00±2.00,0.76±0.05
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,half,FFNN,86.00±3.00,91.00±6.00,88.00±2.00,0.77±0.04
iontransporters_membraneproteins,balanced,8,finetuned,ProtBERT,full,SVM,89.00±4.00,86.00±7.00,87.00±3.00,0.75±0.05
iontransporters_membraneproteins,balanced,8,finetuned,ProtBERT,full,RF,82.00±2.00,81.00±5.00,82.00±3.00,0.64±0.06
iontransporters_membraneproteins,balanced,8,finetuned,ProtBERT,full,kNN,86.00±2.00,68.00±7.00,77.00±3.00,0.55±0.06
iontransporters_membraneproteins,balanced,8,finetuned,ProtBERT,full,LR,88.00±4.00,88.00±5.00,88.00±2.00,0.77±0.03
iontransporters_membraneproteins,balanced,8,finetuned,ProtBERT,full,FFNN,89.00±2.00,88.00±5.00,88.00±2.00,0.76±0.04
iontransporters_membraneproteins,balanced,9,finetuned,ESM-2,full,SVM,89.00±2.00,89.00±6.00,89.00±4.00,0.79±0.07
iontransporters_membraneproteins,balanced,9,finetuned,ESM-2,full,RF,84.00±4.00,89.00±6.00,86.00±5.00,0.73±0.10
iontransporters_membraneproteins,balanced,9,finetuned,ESM-2,full,kNN,90.00±8.00,74.00±6.00,82.00±7.00,0.65±0.14
iontransporters_membraneproteins,balanced,9,finetuned,ESM-2,full,LR,90.00±3.00,89.00±7.00,90.00±4.00,0.80±0.08
iontransporters_membraneproteins,balanced,9,finetuned,ESM-2,full,FFNN,91.00±3.00,88.00±8.00,89.00±5.00,0.78±0.09
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,half,SVM,87.00±2.00,91.00±3.00,89.00±1.00,0.78±0.03
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,half,RF,78.00±3.00,93.00±4.00,86.00±2.00,0.72±0.05
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,half,kNN,89.00±2.00,72.00±7.00,80.00±4.00,0.62±0.06
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,half,LR,87.00±5.00,86.00±5.00,87.00±5.00,0.73±0.10
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,half,FFNN,87.00±3.00,89.00±5.00,88.00±3.00,0.75±0.07
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,half,SVM,90.00±2.00,87.00±4.00,88.00±2.00,0.77±0.03
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,half,RF,83.00±6.00,89.00±3.00,86.00±2.00,0.72±0.04
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,half,kNN,92.00±5.00,64.00±6.00,77.00±3.00,0.58±0.06
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,half,LR,90.00±5.00,85.00±7.00,87.00±5.00,0.75±0.10
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,half,FFNN,89.00±3.00,86.00±7.00,87.00±4.00,0.75±0.08
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT,half,SVM,90.00±2.00,88.00±5.00,89.00±2.00,0.78±0.04
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT,half,RF,78.00±6.00,93.00±3.00,86.00±3.00,0.73±0.06
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT,half,kNN,88.00±3.00,57.00±7.00,71.00±5.00,0.46±0.09
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT,half,LR,89.00±3.00,89.00±5.00,89.00±3.00,0.78±0.05
ionchannels_membraneproteins,balanced,1,frozen,ProtBERT,half,FFNN,90.00±4.00,89.00±4.00,89.00±3.00,0.79±0.05
ionchannels_membraneproteins,balanced,5,finetuned,ProtBERT,half,SVM,89.00±6.00,87.00±4.00,88.00±3.00,0.76±0.06
ionchannels_membraneproteins,balanced,5,finetuned,ProtBERT,half,RF,78.00±4.00,94.00±2.00,87.00±3.00,0.74±0.06
ionchannels_membraneproteins,balanced,5,finetuned,ProtBERT,half,kNN,90.00±4.00,62.00±8.00,75.00±6.00,0.53±0.11
ionchannels_membraneproteins,balanced,5,finetuned,ProtBERT,half,LR,87.00±4.00,88.00±3.00,88.00±2.00,0.75±0.04
ionchannels_membraneproteins,balanced,5,finetuned,ProtBERT,half,FFNN,89.00±5.00,87.00±4.00,88.00±2.00,0.76±0.04
ionchannels_membraneproteins,balanced,4,frozen,ESM-2,half,SVM,91.00±2.00,95.00±2.00,93.00±1.00,0.87±0.02
ionchannels_membraneproteins,balanced,4,frozen,ESM-2,half,RF,82.00±7.00,95.00±2.00,89.00±3.00,0.78±0.06
ionchannels_membraneproteins,balanced,4,frozen,ESM-2,half,kNN,93.00±4.00,69.00±6.00,80.00±3.00,0.63±0.06
ionchannels_membraneproteins,balanced,4,frozen,ESM-2,half,LR,92.00±2.00,94.00±3.00,93.00±1.00,0.87±0.03
ionchannels_membraneproteins,balanced,4,frozen,ESM-2,half,FFNN,93.00±2.00,93.00±2.00,93.00±0.00,0.86±0.01
iontransporters_membraneproteins,balanced,8,frozen,ESM-2_15B,half,SVM,91.00±4.00,91.00±4.00,91.00±4.00,0.83±0.07
iontransporters_membraneproteins,balanced,8,frozen,ESM-2_15B,half,RF,83.00±4.00,88.00±4.00,85.00±4.00,0.71±0.07
iontransporters_membraneproteins,balanced,8,frozen,ESM-2_15B,half,kNN,94.00±3.00,55.00±5.00,75.00±3.00,0.54±0.06
iontransporters_membraneproteins,balanced,8,frozen,ESM-2_15B,half,LR,89.00±3.00,92.00±4.00,91.00±3.00,0.81±0.07
iontransporters_membraneproteins,balanced,8,frozen,ESM-2_15B,half,FFNN,90.00±2.00,90.00±3.00,90.00±3.00,0.81±0.05
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,full,SVM,88.00±2.00,90.00±3.00,89.00±2.00,0.79±0.04
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,full,RF,80.00±3.00,90.00±5.00,85.00±3.00,0.70±0.06
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,full,kNN,86.00±2.00,72.00±4.00,79.00±3.00,0.59±0.06
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,full,LR,86.00±2.00,90.00±3.00,88.00±2.00,0.76±0.04
iontransporters_membraneproteins,balanced,4,frozen,ESM-2,full,FFNN,89.00±3.00,89.00±5.00,89.00±3.00,0.78±0.07
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,half,SVM,85.00±4.00,87.00±3.00,86.00±2.00,0.72±0.03
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,half,RF,83.00±10.00,82.00±5.00,82.00±3.00,0.65±0.06
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,half,kNN,87.00±4.00,71.00±6.00,79.00±2.00,0.60±0.03
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,half,LR,86.00±5.00,87.00±6.00,86.00±1.00,0.73±0.02
iontransporters_membraneproteins,balanced,10,frozen,ProtBERT,half,FFNN,86.00±5.00,86.00±4.00,86.00±3.00,0.72±0.07
iontransporters_membraneproteins,balanced,3,frozen,ProtBERT,half,SVM,87.00±4.00,88.00±6.00,88.00±3.00,0.75±0.06
iontransporters_membraneproteins,balanced,3,frozen,ProtBERT,half,RF,84.00±11.00,84.00±7.00,84.00±6.00,0.68±0.11
iontransporters_membraneproteins,balanced,3,frozen,ProtBERT,half,kNN,85.00±5.00,75.00±5.00,80.00±2.00,0.61±0.04
iontransporters_membraneproteins,balanced,3,frozen,ProtBERT,half,LR,87.00±6.00,89.00±6.00,88.00±2.00,0.76±0.05
iontransporters_membraneproteins,balanced,3,frozen,ProtBERT,half,FFNN,87.00±3.00,87.00±6.00,87.00±3.00,0.74±0.06
iontransporters_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,full,SVM,86.00±5.00,91.00±3.00,88.00±2.00,0.77±0.03
iontransporters_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,full,RF,78.00±4.00,88.00±5.00,83.00±0.00,0.66±0.01
iontransporters_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,full,kNN,83.00±3.00,79.00±5.00,81.00±2.00,0.62±0.05
iontransporters_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,full,LR,86.00±2.00,88.00±4.00,87.00±2.00,0.74±0.04
iontransporters_membraneproteins,balanced,2,finetuned,ProtBERT-BFD,full,FFNN,85.00±4.00,91.00±4.00,88.00±1.00,0.76±0.02
iontransporters_membraneproteins,balanced,5,frozen,ProtT5,half,SVM,89.00±6.00,95.00±5.00,92.00±4.00,0.84±0.07
iontransporters_membraneproteins,balanced,5,frozen,ProtT5,half,RF,84.00±7.00,92.00±5.00,88.00±3.00,0.77±0.05
iontransporters_membraneproteins,balanced,5,frozen,ProtT5,half,kNN,92.00±4.00,68.00±4.00,80.00±3.00,0.62±0.07
iontransporters_membraneproteins,balanced,5,frozen,ProtT5,half,LR,92.00±4.00,91.00±7.00,91.00±4.00,0.83±0.08
iontransporters_membraneproteins,balanced,5,frozen,ProtT5,half,FFNN,91.00±6.00,91.00±5.00,91.00±4.00,0.82±0.08
iontransporters_membraneproteins,balanced,5,finetuned,ESM-2,full,SVM,90.00±3.00,91.00±7.00,90.00±3.00,0.81±0.05
iontransporters_membraneproteins,balanced,5,finetuned,ESM-2,full,RF,83.00±5.00,90.00±1.00,86.00±2.00,0.73±0.04
iontransporters_membraneproteins,balanced,5,finetuned,ESM-2,full,kNN,91.00±6.00,74.00±6.00,82.00±6.00,0.65±0.11
iontransporters_membraneproteins,balanced,5,finetuned,ESM-2,full,LR,91.00±3.00,89.00±5.00,90.00±2.00,0.80±0.04
iontransporters_membraneproteins,balanced,5,finetuned,ESM-2,full,FFNN,91.00±5.00,91.00±7.00,91.00±3.00,0.83±0.07
iontransporters_membraneproteins,balanced,9,frozen,ProtBERT-BFD,half,SVM,85.00±3.00,85.00±2.00,85.00±2.00,0.70±0.04
iontransporters_membraneproteins,balanced,9,frozen,ProtBERT-BFD,half,RF,78.00±7.00,85.00±4.00,82.00±6.00,0.64±0.11
iontransporters_membraneproteins,balanced,9,frozen,ProtBERT-BFD,half,kNN,83.00±7.00,75.00±6.00,79.00±6.00,0.58±0.12
iontransporters_membraneproteins,balanced,9,frozen,ProtBERT-BFD,half,LR,88.00±6.00,84.00±5.00,86.00±5.00,0.72±0.10
iontransporters_membraneproteins,balanced,9,frozen,ProtBERT-BFD,half,FFNN,87.00±5.00,82.00±7.00,84.00±6.00,0.69±0.12
ionchannels_membraneproteins,balanced,3,finetuned,ESM-1b,full,SVM,89.00±2.00,92.00±2.00,91.00±1.00,0.82±0.02
ionchannels_membraneproteins,balanced,3,finetuned,ESM-1b,full,RF,79.00±4.00,96.00±3.00,88.00±2.00,0.76±0.05
ionchannels_membraneproteins,balanced,3,finetuned,ESM-1b,full,kNN,93.00±5.00,66.00±5.00,79.00±4.00,0.61±0.08
ionchannels_membraneproteins,balanced,3,finetuned,ESM-1b,full,LR,91.00±4.00,89.00±5.00,90.00±1.00,0.81±0.02
ionchannels_membraneproteins,balanced,3,finetuned,ESM-1b,full,FFNN,90.00±4.00,90.00±4.00,90.00±1.00,0.80±0.02
iontransporters_membraneproteins,balanced,3,frozen,ESM-1b,half,SVM,89.00±4.00,92.00±1.00,90.00±2.00,0.81±0.04
iontransporters_membraneproteins,balanced,3,frozen,ESM-1b,half,RF,86.00±5.00,90.00±4.00,88.00±3.00,0.76±0.07
iontransporters_membraneproteins,balanced,3,frozen,ESM-1b,half,kNN,86.00±4.00,81.00±4.00,84.00±3.00,0.68±0.05
iontransporters_membraneproteins,balanced,3,frozen,ESM-1b,half,LR,88.00±4.00,91.00±5.00,89.00±4.00,0.79±0.08
iontransporters_membraneproteins,balanced,3,frozen,ESM-1b,half,FFNN,89.00±3.00,89.00±3.00,89.00±3.00,0.78±0.05
ionchannels_membraneproteins,balanced,2,frozen,ProtBERT,half,SVM,80.00±3.00,90.00±3.00,86.00±2.00,0.71±0.04
ionchannels_membraneproteins,balanced,2,frozen,ProtBERT,half,RF,78.00±6.00,93.00±2.00,86.00±2.00,0.72±0.03
ionchannels_membraneproteins,balanced,2,frozen,ProtBERT,half,kNN,90.00±3.00,54.00±5.00,71.00±3.00,0.46±0.06
ionchannels_membraneproteins,balanced,2,frozen,ProtBERT,half,LR,85.00±5.00,84.00±3.00,85.00±2.00,0.70±0.05
ionchannels_membraneproteins,balanced,2,frozen,ProtBERT,half,FFNN,85.00±6.00,86.00±2.00,86.00±2.00,0.71±0.05
iontransporters_membraneproteins,balanced,8,frozen,ESM-2,half,SVM,89.00±2.00,90.00±6.00,89.00±3.00,0.79±0.05
iontransporters_membraneproteins,balanced,8,frozen,ESM-2,half,RF,82.00±4.00,88.00±4.00,85.00±3.00,0.71±0.06
iontransporters_membraneproteins,balanced,8,frozen,ESM-2,half,kNN,90.00±3.00,68.00±5.00,79.00±3.00,0.60±0.06
iontransporters_membraneproteins,balanced,8,frozen,ESM-2,half,LR,89.00±3.00,91.00±6.00,90.00±3.00,0.80±0.07
iontransporters_membraneproteins,balanced,8,frozen,ESM-2,half,FFNN,89.00±3.00,90.00±7.00,90.00±4.00,0.80±0.08
ionchannels_membraneproteins,balanced,9,frozen,ProtT5,half,SVM,86.00±5.00,95.00±3.00,91.00±4.00,0.82±0.08
ionchannels_membraneproteins,balanced,9,frozen,ProtT5,half,RF,78.00±4.00,98.00±2.00,89.00±3.00,0.79±0.06
ionchannels_membraneproteins,balanced,9,frozen,ProtT5,half,kNN,92.00±3.00,70.00±8.00,80.00±4.00,0.63±0.07
ionchannels_membraneproteins,balanced,9,frozen,ProtT5,half,LR,87.00±2.00,91.00±4.00,89.00±2.00,0.78±0.04
ionchannels_membraneproteins,balanced,9,frozen,ProtT5,half,FFNN,90.00±3.00,88.00±6.00,89.00±4.00,0.78±0.08
iontransporters_membraneproteins,imbalanced,na,finetuned,ESM-2,half,SVM,95.00±3.00,99.00±0.00,99.00±0.00,0.94±0.03
iontransporters_membraneproteins,imbalanced,na,finetuned,ESM-2,half,RF,81.00±6.00,100.00±0.00,98.00±0.00,0.88±0.04
iontransporters_membraneproteins,imbalanced,na,finetuned,ESM-2,half,kNN,89.00±3.00,99.00±1.00,98.00±1.00,0.87±0.03
iontransporters_membraneproteins,imbalanced,na,finetuned,ESM-2,half,LR,93.00±4.00,100.00±0.00,99.00±0.00,0.93±0.03
iontransporters_membraneproteins,imbalanced,na,finetuned,ESM-2,half,FFNN,93.00±3.00,100.00±0.00,99.00±0.00,0.93±0.03
iontransporters_membraneproteins,balanced,7,frozen,ESM-2_15B,half,SVM,89.00±3.00,92.00±2.00,91.00±2.00,0.82±0.04
iontransporters_membraneproteins,balanced,7,frozen,ESM-2_15B,half,RF,85.00±2.00,89.00±3.00,87.00±1.00,0.74±0.03
iontransporters_membraneproteins,balanced,7,frozen,ESM-2_15B,half,kNN,96.00±2.00,48.00±5.00,72.00±3.00,0.49±0.06
iontransporters_membraneproteins,balanced,7,frozen,ESM-2_15B,half,LR,89.00±3.00,92.00±1.00,91.00±2.00,0.82±0.04
iontransporters_membraneproteins,balanced,7,frozen,ESM-2_15B,half,FFNN,90.00±4.00,92.00±2.00,91.00±2.00,0.82±0.05
iontransporters_membraneproteins,balanced,4,finetuned,ESM-1b,half,SVM,87.00±3.00,91.00±2.00,89.00±2.00,0.79±0.04
iontransporters_membraneproteins,balanced,4,finetuned,ESM-1b,half,RF,85.00±2.00,89.00±4.00,87.00±3.00,0.74±0.06
iontransporters_membraneproteins,balanced,4,finetuned,ESM-1b,half,kNN,87.00±2.00,80.00±3.00,83.00±2.00,0.67±0.03
iontransporters_membraneproteins,balanced,4,finetuned,ESM-1b,half,LR,89.00±2.00,90.00±3.00,89.00±2.00,0.79±0.05
iontransporters_membraneproteins,balanced,4,finetuned,ESM-1b,half,FFNN,90.00±5.00,90.00±2.00,90.00±3.00,0.81±0.05
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,full,SVM,87.00±4.00,88.00±5.00,87.00±1.00,0.75±0.03
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,full,RF,82.00±4.00,84.00±4.00,83.00±3.00,0.66±0.06
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,full,kNN,87.00±3.00,66.00±7.00,77.00±4.00,0.54±0.08
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,full,LR,85.00±4.00,90.00±6.00,88.00±2.00,0.76±0.05
iontransporters_membraneproteins,balanced,2,frozen,ProtBERT,full,FFNN,85.00±4.00,90.00±6.00,88.00±3.00,0.76±0.06
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,full,SVM,90.00±2.00,87.00±4.00,88.00±2.00,0.77±0.03
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,full,RF,81.00±8.00,90.00±4.00,86.00±3.00,0.72±0.05
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,full,kNN,92.00±5.00,64.00±6.00,77.00±3.00,0.58±0.06
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,full,LR,90.00±6.00,85.00±8.00,88.00±5.00,0.76±0.10
ionchannels_membraneproteins,balanced,8,frozen,ProtBERT-BFD,full,FFNN,89.00±3.00,86.00±7.00,87.00±4.00,0.75±0.07
ionchannels_membraneproteins,balanced,10,finetuned,ESM-2,half,SVM,92.00±2.00,92.00±3.00,92.00±2.00,0.85±0.03
ionchannels_membraneproteins,balanced,10,finetuned,ESM-2,half,RF,80.00±5.00,92.00±6.00,87.00±1.00,0.74±0.02
ionchannels_membraneproteins,balanced,10,finetuned,ESM-2,half,kNN,91.00±5.00,76.00±4.00,83.00±1.00,0.67±0.03
ionchannels_membraneproteins,balanced,10,finetuned,ESM-2,half,LR,90.00±3.00,92.00±3.00,91.00±1.00,0.82±0.02
ionchannels_membraneproteins,balanced,10,finetuned,ESM-2,half,FFNN,91.00±4.00,91.00±3.00,91.00±1.00,0.82±0.02
ionchannels_membraneproteins,balanced,6,frozen,ProtBERT-BFD,full,SVM,89.00±2.00,86.00±5.00,88.00±2.00,0.76±0.04
ionchannels_membraneproteins,balanced,6,frozen,ProtBERT-BFD,full,RF,81.00±8.00,92.00±4.00,87.00±3.00,0.75±0.05
ionchannels_membraneproteins,balanced,6,frozen,ProtBERT-BFD,full,kNN,89.00±3.00,66.00±6.00,77.00±2.00,0.56±0.04
ionchannels_membraneproteins,balanced,6,frozen,ProtBERT-BFD,full,LR,87.00±7.00,86.00±3.00,87.00±3.00,0.73±0.07
ionchannels_membraneproteins,balanced,6,frozen,ProtBERT-BFD,full,FFNN,87.00±4.00,86.00±4.00,87.00±3.00,0.74±0.06
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT,half,SVM,82.00±4.00,90.00±2.00,86.00±1.00,0.72±0.03
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT,half,RF,78.00±4.00,93.00±2.00,86.00±2.00,0.73±0.03
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT,half,kNN,90.00±3.00,56.00±2.00,72.00±2.00,0.49±0.04
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT,half,LR,87.00±4.00,85.00±4.00,86.00±3.00,0.73±0.05
ionchannels_membraneproteins,balanced,2,finetuned,ProtBERT,half,FFNN,86.00±5.00,86.00±3.00,86.00±3.00,0.72±0.06
iontransporters_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,SVM,85.00±3.00,89.00±3.00,87.00±3.00,0.74±0.06
iontransporters_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,RF,78.00±7.00,87.00±5.00,83.00±5.00,0.65±0.10
iontransporters_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,kNN,87.00±2.00,75.00±7.00,81.00±4.00,0.63±0.07
iontransporters_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,LR,86.00±2.00,86.00±2.00,86.00±1.00,0.72±0.02
iontransporters_membraneproteins,balanced,7,finetuned,ProtBERT-BFD,full,FFNN,88.00±4.00,88.00±3.00,88.00±2.00,0.75±0.05
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT,half,SVM,84.00±3.00,91.00±3.00,88.00±2.00,0.75±0.04
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT,half,RF,83.00±2.00,84.00±5.00,83.00±3.00,0.67±0.06
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT,half,kNN,86.00±4.00,66.00±3.00,76.00±3.00,0.53±0.07
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT,half,LR,86.00±1.00,90.00±3.00,88.00±1.00,0.76±0.03
iontransporters_membraneproteins,balanced,1,frozen,ProtBERT,half,FFNN,88.00±4.00,89.00±2.00,88.00±2.00,0.77±0.03
iontransporters_membraneproteins,balanced,10,frozen,ESM-2,full,SVM,89.00±4.00,89.00±5.00,89.00±1.00,0.78±0.02
iontransporters_membraneproteins,balanced,10,frozen,ESM-2,full,RF,83.00±5.00,90.00±3.00,86.00±2.00,0.73±0.04
iontransporters_membraneproteins,balanced,10,frozen,ESM-2,full,kNN,87.00±6.00,75.00±3.00,81.00±4.00,0.63±0.08
iontransporters_membraneproteins,balanced,10,frozen,ESM-2,full,LR,88.00±3.00,92.00±5.00,90.00±1.00,0.80±0.03
iontransporters_membraneproteins,balanced,10,frozen,ESM-2,full,FFNN,90.00±4.00,89.00±7.00,89.00±2.00,0.79±0.05
iontransporters_membraneproteins,balanced,1,finetuned,ESM-2,full,SVM,89.00±3.00,92.00±2.00,91.00±2.00,0.82±0.04
iontransporters_membraneproteins,balanced,1,finetuned,ESM-2,full,RF,82.00±4.00,91.00±5.00,87.00±4.00,0.74±0.09
iontransporters_membraneproteins,balanced,1,finetuned,ESM-2,full,kNN,86.00±2.00,74.00±5.00,80.00±4.00,0.60±0.07
